Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
O05506	PTEA_BACSU	PTS system oligo-beta-mannoside-specific EIIA component (Glucomannan utilization protein A) (Oligo-beta-mannoside-specific phosphotransferase enzyme IIA component)	gmuA ydhN BSU05820	Bacillus subtilis (strain 168)		12,408		BSU05820
O34421	ACDC_BACSU	Probable acyl-CoA dehydrogenase YngJ (EC 1.3.99.-)	yngJ BSU18260	Bacillus subtilis (strain 168)	1.3.99.-	40,919		BSU18260
O34450	NAGA_BACSU	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25)	nagA BSU35010	Bacillus subtilis (strain 168)	3.5.1.25	42,622	2VHL;	BSU35010
Q06756	ISPF_BACSU	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF yacN BSU00910	Bacillus subtilis (strain 168)	4.6.1.12	17,126	5IWX;5IWY;	BSU00910
P46340	YQGI_BACSU	Probable ABC transporter permease protein YqgI	yqgI yzmD BSU24970	Bacillus subtilis (strain 168)		31,436		BSU24970
P42953	TAGG_BACSU	Teichoic acid translocation permease protein TagG	tagG BSU35710	Bacillus subtilis (strain 168)		32,185		BSU35710
C0SPB9	YKON_BACSU	Uncharacterized glycosyltransferase YkoN (EC 2.4.-.-)	ykoN BSU13350	Bacillus subtilis (strain 168)	2.4.-.-	43,577		BSU13350
O32151	YURJ_BACSU	Uncharacterized ABC transporter ATP-binding protein YurJ (EC 7.-.-.-)	yurJ BSU32550	Bacillus subtilis (strain 168)	7.-.-.-	41,352		BSU32550
Q04796	DAPA_BACSU	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA BSU16770	Bacillus subtilis (strain 168)	4.3.3.7	31,042		BSU16770
P37437	RL9_BACSU	50S ribosomal protein L9 (BL17)	rplI BSU40500	Bacillus subtilis (strain 168)		16,352	7QV1;7QV3;	BSU40500
O31645	PTN3B_BACSU	PTS system mannose-specific EIIBCA component (EIIBCA-Man) (EII-Man) [Includes: Mannose-specific phosphotransferase enzyme IIB component (EC 2.7.1.191) (PTS system mannose-specific EIIB component); Mannose permease IIC component (PTS system mannose-specific EIIC component); Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component)]	manP yjdD BSU12010	Bacillus subtilis (strain 168)	2.7.1.191	69,026	2R48;	BSU12010
P25994	CARB_BACSU	Carbamoyl-phosphate synthase pyrimidine-specific large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	pyrAB BSU15520	Bacillus subtilis (strain 168)	6.3.5.5	117,650		BSU15520
O31569	YFHA_BACSU	Probable siderophore transport system permease protein YfhA	yfhA BSU08460	Bacillus subtilis (strain 168)		35,955		BSU08460
P39581	DLTA_BACSU	D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.54) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE)	dltA dae BSU38500 ipa-5r	Bacillus subtilis (strain 168)	6.2.1.54	55,809	3E7W;3E7X;	BSU38500
P54154	MSRA_BACSU	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA yppP BSU21690	Bacillus subtilis (strain 168)	1.8.4.11	20,182		BSU21690
Q45066	PARC_BACSU	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	parC grlA BSU18100	Bacillus subtilis (strain 168)	5.6.2.2	91,321		BSU18100
P52996	PANB_BACSU	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB BSU22430	Bacillus subtilis (strain 168)	2.1.2.11	29,758		BSU22430
P39817	GLTP_BACSU	Proton/glutamate-aspartate symporter (Proton/glutamate symport protein)	gltP BSU02340	Bacillus subtilis (strain 168)		44,615		BSU02340
O34911	YKOF_BACSU	Putative HMP/thiamine-binding protein YkoF	ykoF BSU13240	Bacillus subtilis (strain 168)		22,024	1S7H;1S99;1SBR;	BSU13240
O32176	FADE_BACSU	Probable acyl-CoA dehydrogenase (EC 1.3.99.-)	fadE yusJ BSU32820	Bacillus subtilis (strain 168)	1.3.99.-	65,336		BSU32820
P39636	ROCC_BACSU	Amino-acid permease RocC	rocC BSU37760 ipa-78d	Bacillus subtilis (strain 168)		51,731		BSU37760
P08065	SDHA_BACSU	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	sdhA citF BSU28440	Bacillus subtilis (strain 168)	1.3.5.1	65,152		BSU28440
O34878	OPUCB_BACSU	Glycine betaine/carnitine/choline transport system permease protein OpuCB	opuCB yvbD BSU33820	Bacillus subtilis (strain 168)		23,149		BSU33820
P54575	RIBC_BACSU	Bifunctional riboflavin kinase/FMN adenylyltransferase (Riboflavin biosynthesis protein RibF) [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)]	ribC BSU16670	Bacillus subtilis (strain 168)	2.7.1.26; 2.7.7.2	35,662		BSU16670
O34897	YKUT_BACSU	Uncharacterized MscS family protein YkuT	ykuT BSU14210	Bacillus subtilis (strain 168)		29,956		BSU14210
P39816	PTW3C_BACSU	Putative PTS system glucosamine-specific EIICBA component [Includes: Glucosamine permease IIC component (PTS system glucosamine-specific EIIC component); Glucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system glucosamine-specific EIIB component); Glucosamine-specific phosphotransferase enzyme IIA component (PTS system glucosamine-specific EIIA component)]	gamP ybfS yzfA BSU02350	Bacillus subtilis (strain 168)	2.7.1.193	68,145		BSU02350
P34957	QOX2_BACSU	Quinol oxidase subunit 2 (EC 1.10.3.-) (Oxidase aa(3)-600 subunit 2) (Quinol oxidase aa3-600, subunit QoxA) (Quinol oxidase polypeptide II)	qoxA BSU38170 ipa-37d	Bacillus subtilis (strain 168)	1.10.3.-	36,282	6KOB;6KOC;6KOE;	BSU38170
P0CI79	TYSY1_BACSU	Thymidylate synthase 1 (TS 1) (TSase 1) (EC 2.1.1.45) (Thymidylate synthase A) (TS A) (TSase A)	thyA1 BSU17680	Bacillus subtilis (strain 168)	2.1.1.45	32,807	1B02;1BKO;1BKP;1BSF;1BSP;	BSU17680
O34391	XLYB_BACSU	N-acetylmuramoyl-L-alanine amidase XlyB (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	xlyB yjpB BSU12460	Bacillus subtilis (strain 168)	3.5.1.28	33,863		BSU12460
P50864	CWLD_BACSU	Germination-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlD BSU01530	Bacillus subtilis (strain 168)	3.5.1.28	27,006		BSU01530
P38033	NIFS_BACSU	Putative cysteine desulfurase NifS (EC 2.8.1.7)	nifS iscS BSU27880	Bacillus subtilis (strain 168)	2.8.1.7	43,786		BSU27880
P39131	MNAA_BACSU	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) (UDP-GlcNAc-2-epimerase)	mnaA BSU35660	Bacillus subtilis (strain 168)	5.1.3.14	42,634	1O6C;4FKZ;	BSU35660
O34338	MNTB_BACSU	Manganese transport system ATP-binding protein MntB	mntB ytgB BSU30760	Bacillus subtilis (strain 168)		27,881		BSU30760
P45946	ARSB_BACSU	Arsenite resistance protein ArsB	arsB yqcL BSU25790	Bacillus subtilis (strain 168)		38,312		BSU25790
O06739	PSLS_BACSU	Phosphosulfolactate synthase (EC 4.4.1.19) ((2R)-phospho-3-sulfolactate synthase) (PSL synthase)	yitD BSU10950	Bacillus subtilis (strain 168)	4.4.1.19	28,357	1U83;	BSU10950
O07610	LCFB_BACSU	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	lcfB yhfL BSU10270	Bacillus subtilis (strain 168)	6.2.1.3	56,625		BSU10270
P36948	RBSC_BACSU	Ribose import permease protein RbsC	rbsC BSU35950	Bacillus subtilis (strain 168)		33,788		BSU35950
P39582	MENA_BACSU	1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)	menA ywaB BSU38490 ipa-6d	Bacillus subtilis (strain 168)	2.5.1.74	33,838		BSU38490
P94512	PSP_BACSU	Phosphoserine phosphatase (PSP) (EC 3.1.3.3)	serB ysaA BSU28940	Bacillus subtilis (strain 168)	3.1.3.3	29,581		BSU28940
O32144	XDHD_BACSU	Probable xanthine dehydrogenase subunit D (XDHase subunit D) (EC 1.17.1.4)	pucD yurC BSU32480	Bacillus subtilis (strain 168)	1.17.1.4	80,434		BSU32480
P07343	FUMC_BACSU	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	fumC citG BSU33040	Bacillus subtilis (strain 168)	4.2.1.2	50,532		BSU33040
O07597	DAAA_BACSU	D-alanine aminotransferase (EC 2.6.1.21) (D-amino acid aminotransferase) (D-amino acid transaminase) (DAAT) (D-aspartate aminotransferase)	dat yheM BSU09670	Bacillus subtilis (strain 168)	2.6.1.21	31,182		BSU09670
O31669	MTND_BACSU	Acireductone dioxygenase (1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase) (DHK-MTPene dioxygenase) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	mtnD ykrZ BSU13620	Bacillus subtilis (strain 168)	1.13.11.54; 1.13.11.53	20,824		BSU13620
P05648	DNAA_BACSU	Chromosomal replication initiator protein DnaA	dnaA dnaH BSU00010	Bacillus subtilis (strain 168)		50,859	4TPS;	BSU00010
O34726	YFLS_BACSU	Putative malate transporter YflS	yflS BSU07570	Bacillus subtilis (strain 168)		51,432		BSU07570
O07012	BGAL2_BACSU	Beta-galactosidase GanA (Beta-gal) (EC 3.2.1.23) (Beta-1,4-galactooligomerase) (Galactooligomerase)	ganA galO lacA yvfN BSU34130	Bacillus subtilis (strain 168)	3.2.1.23	77,499		BSU34130
P51834	SMC_BACSU	Chromosome partition protein Smc	smc ylqA BSU15940	Bacillus subtilis (strain 168)		135,513	3ZGX;5H66;5H67;5NMO;5NNV;5XG3;	BSU15940
O06993	MALPY_BACSU	Maltose phosphorylase (EC 2.4.1.8)	mdxK malK yvdK BSU34570	Bacillus subtilis (strain 168)	2.4.1.8	88,279		BSU34570
P37253	ILVC_BACSU	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	ilvC BSU28290	Bacillus subtilis (strain 168)	1.1.1.86	37,458		BSU28290
P37816	ATPZ_BACSU	ATP synthase protein I	atpI BSU36880	Bacillus subtilis (strain 168)		14,487		BSU36880
O31602	SPX_BACSU	Global transcriptional regulator Spx (Redox-responsive transcription factor Spx) (Suppressor of clpP and clpX) (Spx)	spx spxA yjbD BSU11500	Bacillus subtilis (strain 168)		15,529	1Z3E;3GFK;3IHQ;6GHB;6GHO;	BSU11500
O34916	DAPEL_BACSU	N-acetyldiaminopimelate deacetylase (EC 3.5.1.47)	ykuR dapL BSU14190	Bacillus subtilis (strain 168)	3.5.1.47	41,557		BSU14190
P39848	LYTD_BACSU	Beta-N-acetylglucosaminidase (EC 3.2.1.96) (Cell wall-associated polypeptide 90) (CWBP90)	lytD cwlG BSU35780	Bacillus subtilis (strain 168)	3.2.1.96	95,554		BSU35780
P80858	LEUC_BACSU	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase) (Superoxide-inducible protein 10) (SOI10)	leuC BSU28260	Bacillus subtilis (strain 168)	4.2.1.33	52,392		BSU28260
P37550	ISPE_BACSU	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE ipk yabH BSU00460	Bacillus subtilis (strain 168)	2.7.1.148	31,720		BSU00460
O05256	MAEN_BACSU	Na(+)-malate symporter (Sodium-dependent malate transporter)	maeN yufR BSU31580	Bacillus subtilis (strain 168)		47,824		BSU31580
O34360	CWLK_BACSU	Peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK (EC 3.4.-.-)	cwlK ycdD BSU02810	Bacillus subtilis (strain 168)	3.4.-.-	19,113		BSU02810
O32270	TUAE_BACSU	Teichuronic acid biosynthesis protein TuaE	tuaE yvhE BSU35570	Bacillus subtilis (strain 168)		55,536		BSU35570
P39062	ACSA_BACSU	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA BSU29680	Bacillus subtilis (strain 168)	6.2.1.1	64,892		BSU29680
P96575	YDAB_BACSU	Putative acyl--CoA ligase YdaB (EC 6.2.1.-)	ydaB BSU04170	Bacillus subtilis (strain 168)	6.2.1.-	55,597		BSU04170
O32115	YUTK_BACSU	Uncharacterized transporter YutK	yutK BSU32180	Bacillus subtilis (strain 168)		42,284		BSU32180
P42087	HUTM_BACSU	Putative histidine permease	hutM BSU39390 EE57D	Bacillus subtilis (strain 168)		51,624		BSU39390
O34847	ACCA_BACSU	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA BSU29200	Bacillus subtilis (strain 168)	2.1.3.15	36,334		BSU29200
P19080	AROH_BACSU	Chorismate mutase AroH (CM) (EC 5.4.99.5)	aroH BSU22690	Bacillus subtilis (strain 168)	5.4.99.5	14,517	1COM;1DBF;1FNJ;1FNK;2CHS;2CHT;3ZO8;3ZOP;3ZP4;3ZP7;	BSU22690
P32393	COMEB_BACSU	ComE operon protein 2 (EC 3.5.-.-)	comEB comE2 BSU25580	Bacillus subtilis (strain 168)	3.5.-.-	20,969		BSU25580
P42418	IOLH_BACSU	Protein IolH	iolH yxdG BSU39690 B65A	Bacillus subtilis (strain 168)		33,524		BSU39690
O34727	HIS6_BACSU	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF BSU34870	Bacillus subtilis (strain 168)	4.3.2.10	27,294		BSU34870
P94547	LCFA_BACSU	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	lcfA BSU28560	Bacillus subtilis (strain 168)	6.2.1.3	62,692		BSU28560
O31862	YOJA_BACSU	Uncharacterized permease YojA	yojA BSU19520	Bacillus subtilis (strain 168)		46,808		BSU19520
P16263	ODO2_BACSU	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	odhB citM BSU19360	Bacillus subtilis (strain 168)	2.3.1.61	46,003		BSU19360
Q03521	MRAY_BACSU	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY BSU15190	Bacillus subtilis (strain 168)	2.7.8.13	35,527		BSU15190
P19079	CDD_BACSU	Cytidine deaminase (CDA) (EC 3.5.4.5) (Cytidine aminohydrolase)	cdd BSU25300	Bacillus subtilis (strain 168)	3.5.4.5	14,854	1JTK;1UWZ;1UX0;1UX1;	BSU25300
P16616	HEM3_BACSU	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC BSU28150	Bacillus subtilis (strain 168)	2.5.1.61	34,838		BSU28150
P37870	RPOB_BACSU	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB crsE rfm BSU01070	Bacillus subtilis (strain 168)	2.7.7.6	133,686	2LY7;6WVJ;6WVK;6ZCA;6ZFB;7CKQ;7F75;	BSU01070
P42085	XPT_BACSU	Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22)	xpt BSU22070	Bacillus subtilis (strain 168)	2.4.2.22	21,038	1Y0B;2FXV;6W1I;	BSU22070
C0SP95	YCNJ_BACSU	Copper transport protein YcnJ	ycnJ BSU03950	Bacillus subtilis (strain 168)		59,794		BSU03950
P42405	HPS_BACSU	3-hexulose-6-phosphate synthase (HPS) (EC 4.1.2.43) (D-arabino-3-hexulose-6-phosphate formaldehyde lyase) (HUMPS)	hxlA yckG BSU03460	Bacillus subtilis (strain 168)	4.1.2.43	22,572		BSU03460
P24808	CWLA_BACSU	N-acetylmuramoyl-L-alanine amidase CwlA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlA BSU25900	Bacillus subtilis (strain 168)	3.5.1.28	29,958		BSU25900
P17921	SYFA_BACSU	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS BSU28640	Bacillus subtilis (strain 168)	6.1.1.20	38,675		BSU28640
P94529	ARAP_BACSU	Arabinooligosaccharides transport system permease protein AraP	araP yseD BSU28740	Bacillus subtilis (strain 168)		35,035		BSU28740
P96608	YDBM_BACSU	Putative acyl-CoA dehydrogenase YdbM (EC 1.3.99.-)	ydbM BSU04520	Bacillus subtilis (strain 168)	1.3.99.-	42,140		BSU04520
P21248	HEM4_BACSU	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	hemD BSU28140	Bacillus subtilis (strain 168)	4.2.1.75	29,114		BSU28140
O05213	AMIE_BACSU	N-acetylmuramyl-L-alanine amidase (EC 3.5.1.28)	amiE ybbE BSU01670	Bacillus subtilis (strain 168)	3.5.1.28	49,423		BSU01670
O34313	NTPES_BACSU	Trifunctional nucleotide phosphoesterase protein YfkN [Includes: 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase (EC 3.1.3.6) (EC 3.1.4.16); 5'-nucleotidase (EC 3.1.3.5)]	yfkN BSU07840	Bacillus subtilis (strain 168)	3.1.3.6; 3.1.4.16; 3.1.3.5	159,706	3GVE;	BSU07840
O34815	YOAD_BACSU	Putative 2-hydroxyacid dehydrogenase YoaD (EC 1.1.1.-)	yoaD BSU18560	Bacillus subtilis (strain 168)	1.1.1.-	38,630		BSU18560
P94363	CIMH_BACSU	Citrate/malate transporter (Citrate/malate-proton symporter)	cimH yxkJ BSU38770	Bacillus subtilis (strain 168)		48,339		BSU38770
Q06798	RL332_BACSU	50S ribosomal protein L33 2	rpmGB rpmG rpmG2 BSU00990	Bacillus subtilis (strain 168)		5,496		BSU00990
O32133	YUND_BACSU	Uncharacterized metallophosphoesterase YunD	yunD BSU32370	Bacillus subtilis (strain 168)		51,871		BSU32370
P37536	YAAO_BACSU	Uncharacterized protein YaaO	yaaO BSU00270	Bacillus subtilis (strain 168)		53,164		BSU00270
O32264	TKRA_BACSU	Probable 2-ketogluconate reductase (2KR) (EC 1.1.1.215)	yvcT BSU34680	Bacillus subtilis (strain 168)	1.1.1.215	36,619		BSU34680
P39633	DHE2_BACSU	Catabolic NAD-specific glutamate dehydrogenase RocG (NAD-GDH) (EC 1.4.1.2) (Glutamate dehydrogenase) (GlutDH) (Trigger enzyme RocG)	rocG gudA yweB BSU37790 ipa-75d	Bacillus subtilis (strain 168)	1.4.1.2	46,553	3K92;	BSU37790
O34497	YKGA_BACSU	Uncharacterized protein YkgA (EC 3.5.3.-)	ykgA BSU13020	Bacillus subtilis (strain 168)	3.5.3.-	32,217		BSU13020
O07085	CZCO_BACSU	Uncharacterized oxidoreductase CzcO (EC 1.-.-.-)	czcO trkA yrdP BSU26640	Bacillus subtilis (strain 168)	1.-.-.-	39,065		BSU26640
O05224	YWRK_BACSU	Putative arsenical pump membrane protein	ywrK BSU36030	Bacillus subtilis (strain 168)		49,546		BSU36030
P94424	NFRA2_BACSU	FMN reductase [NAD(P)H] (EC 1.5.1.39) (NAD(P)H-dependent FMN reductase) (NAD(P)H-dependent nitro/flavin reductase) (NAD(P)H-dependent nitroreductase) (NAD(P)H-dependent oxidoreductase)	nfrA2 ycnD BSU03860	Bacillus subtilis (strain 168)	1.5.1.39	27,868	1ZCH;	BSU03860
P25503	HUTU_BACSU	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU BSU39360 EE57A	Bacillus subtilis (strain 168)	4.2.1.49	60,600	2FKN;	BSU39360
P94549	FADB_BACSU	Probable enoyl-CoA hydratase (EC 4.2.1.17)	fadB ysiB BSU28540	Bacillus subtilis (strain 168)	4.2.1.17	27,554		BSU28540
P45740	THIC_BACSU	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC thiA BSU08790	Bacillus subtilis (strain 168)	4.1.99.17	65,932		BSU08790
Q04809	DPAA_BACSU	Dipicolinate synthase subunit A (DPA synthase subunit A) (EC 1.3.1.-) (Spore dipicolinate synthase subunit A) (Stage V sporulation protein FA)	dpaA spoVFA BSU16730 orfY	Bacillus subtilis (strain 168)	1.3.1.-	31,948	2RIR;	BSU16730
P94565	LEU1_BACSU	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA BSU28280	Bacillus subtilis (strain 168)	2.3.3.13	56,912		BSU28280
O34962	MAO4_BACSU	Bifunctional malic/malolactic enzyme (EC 1.1.1.40) (EC 4.1.1.101) (Malolactic enzyme) (MLE) (NADP-dependent malic enzyme) (NADP-ME)	ytsJ BSU29220	Bacillus subtilis (strain 168)	1.1.1.40; 4.1.1.101	43,667		BSU29220
P50740	IDI2_BACSU	Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2)	fni idi ypgA BSU22870	Bacillus subtilis (strain 168)	5.3.3.2	37,221	1P0K;1P0N;	BSU22870
P46349	GABP_BACSU	Gamma-aminobutyric acid permease (GABA permease) (4-aminobutyrate permease) (Gamma-aminobutyrate permease) (Proline transporter GabP)	gabP BSU06310	Bacillus subtilis (strain 168)		51,085		BSU06310
P45855	THL_BACSU	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	mmgA yqiL BSU24170	Bacillus subtilis (strain 168)	2.3.1.9	41,179	5LP7;	BSU24170
P94498	CYSH1_BACSU	Adenosine 5'-phosphosulfate reductase 1 (APS reductase 1) (EC 1.8.4.10) (5'-adenylylsulfate reductase 1) (Thioredoxin-dependent 5'-adenylylsulfate reductase 1)	cysH BSU15570	Bacillus subtilis (strain 168)	1.8.4.10	26,975		BSU15570
P39596	EFEM_BACSU	Probable iron uptake system component EfeM	efeM ywbM BSU38270 ipa-28d	Bacillus subtilis (strain 168)		42,796		BSU38270
P0CI73	GLMS_BACSU	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS gcaA ybxD BSU01780	Bacillus subtilis (strain 168)	2.6.1.16	65,338		BSU01780
P40830	PKSG_BACSU	Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG (HMG synthase) (EC 2.3.3.-)	pksG BSU17150	Bacillus subtilis (strain 168)	2.3.3.-	46,780	4YXQ;4YXT;4YXV;	BSU17150
Q45614	WALK_BACSU	Sensor histidine kinase WalK (EC 2.7.13.3)	walK yycG BSU40400	Bacillus subtilis (strain 168)	2.7.13.3	70,034	3SL2;	BSU40400
P96600	DCTB_BACSU	C4-dicarboxylate-binding protein DctB	dctB ydbE BSU04440	Bacillus subtilis (strain 168)		39,862		BSU04440
O32167	METQ_BACSU	Methionine-binding lipoprotein MetQ	metQ yusA BSU32730	Bacillus subtilis (strain 168)		30,355	4GOT;	BSU32730
P46911	QCRA_BACSU	Menaquinol-cytochrome c reductase iron-sulfur subunit (Rieske iron-sulfur protein)	qcrA bfcA BSU22560	Bacillus subtilis (strain 168)		18,736		BSU22560
O32114	DAPF_BACSU	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF yutL BSU32170	Bacillus subtilis (strain 168)	5.1.1.7	30,871		BSU32170
Q03523	MURE_BACSU	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	murE BSU15180	Bacillus subtilis (strain 168)	6.3.2.13	54,326		BSU15180
O31475	FENR1_BACSU	Ferredoxin--NADP reductase 1 (FNR 1) (Fd-NADP(+) reductase 1) (EC 1.18.1.2)	ycgT BSU03270	Bacillus subtilis (strain 168)	1.18.1.2	36,967	5XHU;	BSU03270
P42236	KGSDH_BACSU	Alpha-ketoglutaric semialdehyde dehydrogenase (alphaKGSA dehydrogenase) (EC 1.2.1.26) (2,5-dioxovalerate dehydrogenase)	gucD ycbD BSU02470	Bacillus subtilis (strain 168)	1.2.1.26	52,415		BSU02470
O32273	TUAB_BACSU	Teichuronic acid biosynthesis protein TuaB	tuaB yvhB BSU35600	Bacillus subtilis (strain 168)		53,720		BSU35600
P94494	ALR2_BACSU	Alanine racemase 2 (EC 5.1.1.1)	alr2 yncD BSU17640	Bacillus subtilis (strain 168)	5.1.1.1	43,648	5IRP;6Q70;6Q71;6Q72;	BSU17640
P42973	BGLA_BACSU	Aryl-phospho-beta-D-glucosidase BglA (EC 3.2.1.86) (6-phospho-beta-glucosidase)	bglA BSU40110	Bacillus subtilis (strain 168)	3.2.1.86	54,841		BSU40110
O31688	ZOSA_BACSU	Zinc-transporting ATPase (EC 7.2.2.20) (ABC-type Zn(2+) transporter) (Zn(2+)-translocating P-type ATPase)	zosA ykvW BSU13850	Bacillus subtilis (strain 168)	7.2.2.20	68,566		BSU13850
P50843	KDUI_BACSU	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17) (5-keto-4-deoxyuronate isomerase) (DKI isomerase)	kduI BSU22130	Bacillus subtilis (strain 168)	5.3.1.17	31,135		BSU22130
O32039	SYH_BACSU	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS BSU27560	Bacillus subtilis (strain 168)	6.1.1.21	48,132		BSU27560
O32081	KTRB_BACSU	Ktr system potassium uptake protein B (K(+)-uptake protein KtrB)	ktrB yubG BSU31100	Bacillus subtilis (strain 168)		48,437	4J7C;5BUT;	BSU31100
