Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
Q45598	YYDD_BACSU	Uncharacterized protein YydD	yydD BSU40200	Bacillus subtilis (strain 168)		69,107		Q45598
Q45062	YNEQ_BACSU	Uncharacterized protein YneQ	yneQ BSU18050	Bacillus subtilis (strain 168)		11,745		Q45062
P45922	YQBF_BACSU	Uncharacterized protein YqbF	yqbF BSU26130	Bacillus subtilis (strain 168)		11,849	2HJQ;	P45922
P50621	RIR2_BACSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	nrdF BSU17390	Bacillus subtilis (strain 168)	1.17.4.1	38,379	4DR0;	P50621
P39815	TRMFO_BACSU	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)	trmFO gid ylyC BSU16130	Bacillus subtilis (strain 168)	2.1.1.74	48,063		P39815
P94568	LEUD_BACSU	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD BSU28250	Bacillus subtilis (strain 168)	4.2.1.33	23,022		P94568
O07906	YRAN_BACSU	Uncharacterized HTH-type transcriptional regulator YraN	yraN BSU26870	Bacillus subtilis (strain 168)		33,616		O07906
O34374	YJIB_BACSU	Putative cytochrome P450 YjiB (EC 1.14.-.-)	yjiB BSU12210	Bacillus subtilis (strain 168)	1.14.-.-	44,991	4RM4;	O34374
O31973	YOML_BACSU	SPbeta prophage-derived uncharacterized protein YomL	yomL BSU21320	Bacillus subtilis (strain 168)		25,433		O31973
O07528	YHCZ_BACSU	Uncharacterized transcriptional regulatory protein YhcZ	yhcZ BSU09330	Bacillus subtilis (strain 168)		24,023		O07528
P42106	QDOI_BACSU	Quercetin 2,3-dioxygenase (Quercetinase) (EC 1.13.11.24) (Flavonol 2,4-dioxygenase)	qdoI yxaG BSU39980 S14G	Bacillus subtilis (strain 168)	1.13.11.24	37,600	1Y3T;2H0V;	P42106
Q08312	COTZ_BACSU	Spore coat protein Z	cotZ BSU11740	Bacillus subtilis (strain 168)		16,534		Q08312
P42301	YXII_BACSU	Uncharacterized protein YxiI	yxiI BSU39160 N17L	Bacillus subtilis (strain 168)		18,668		P42301
P17904	RSBW_BACSU	Serine-protein kinase RsbW (EC 2.7.11.1) (Anti-sigma-B factor) (Sigma-B negative effector RsbW)	rsbW BSU04720	Bacillus subtilis (strain 168)	2.7.11.1	17,993	6M36;6M37;	P17904
P21885	SPEA_BACSU	Arginine decarboxylase (EC 4.1.1.19)	speA cad BSU14630	Bacillus subtilis (strain 168)	4.1.1.19	53,583		P21885
O31872	YOSW_BACSU	SPbeta prophage-derived uncharacterized membrane protein YosW	yosW BSU19980	Bacillus subtilis (strain 168)		12,927		O31872
P39739	FLIS_BACSU	Flagellar secretion chaperone FliS	fliS BSU35330	Bacillus subtilis (strain 168)		15,131	1VH6;5MAW;6GOW;	P39739
P49850	MUTL_BACSU	DNA mismatch repair protein MutL	mutL BSU17050	Bacillus subtilis (strain 168)		70,431	3GAB;3KDG;3KDK;	P49850
O31572	YFHD_BACSU	Uncharacterized protein YfhD	yfhD BSU08490	Bacillus subtilis (strain 168)		7,322		O31572
P25503	HUTU_BACSU	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU BSU39360 EE57A	Bacillus subtilis (strain 168)	4.2.1.49	60,600	2FKN;	P25503
O31455	YBFO_BACSU	Putative hydrolase YbfO (EC 3.-.-.-)	ybfO BSU02310	Bacillus subtilis (strain 168)	3.-.-.-	51,788		O31455
O34947	YOAZ_BACSU	Uncharacterized protease YoaZ (EC 3.2.-.-)	yoaZ BSU18790	Bacillus subtilis (strain 168)	3.2.-.-	23,420		O34947
O07009	GANS_BACSU	Galactooligosaccharide-binding protein (Cyclodextrin-binding protein)	ganS cycB yvfK BSU34160	Bacillus subtilis (strain 168)		45,543		O07009
P32395	DCUP_BACSU	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE BSU10120	Bacillus subtilis (strain 168)	4.1.1.37	39,647	2INF;	P32395
O34639	YTNI_BACSU	Putative glutaredoxin YtnI	ytnI BSU29320	Bacillus subtilis (strain 168)		10,628		O34639
P42972	YCSN_BACSU	Uncharacterized oxidoreductase YcsN (EC 1.-.-.-)	ycsN BSU04150	Bacillus subtilis (strain 168)	1.-.-.-	34,140		P42972
O07539	YHAX_BACSU	Stress response protein YhaX	yhaX BSU09830	Bacillus subtilis (strain 168)		32,408	3DNP;	O07539
P37874	YGXB_BACSU	Uncharacterized protein YgxB (ORF1)	ygxB BSU09390	Bacillus subtilis (strain 168)		59,970		P37874
O05400	YRHH_BACSU	Putative methyltransferase YrhH (EC 2.1.1.-)	yrhH BSU27180	Bacillus subtilis (strain 168)	2.1.1.-	21,137		O05400
P55342	BSHC_BACSU	Putative cysteine ligase BshC (EC 6.-.-.-)	bshC yllA BSU15120	Bacillus subtilis (strain 168)	6.-.-.-	62,668	4WBD;	P55342
O06722	YISI_BACSU	Aspartyl-phosphate phosphatase YisI (EC 3.1.3.-) (Stage 0 sporulation regulatory protein YisI)	yisI BSU10730	Bacillus subtilis (strain 168)	3.1.3.-	6,673		O06722
O31630	YJCH_BACSU	Uncharacterized protein YjcH	yjcH BSU11860	Bacillus subtilis (strain 168)		27,917		O31630
P94586	YWPD_BACSU	Putative uncharacterized protein YwpD	ywpD BSU36350	Bacillus subtilis (strain 168)		31,773		P94586
P06222	RPSE_BACSU	RNA polymerase sigma-E factor (P31) (Sigma-29) (Stage II sporulation protein GB)	sigE spoIIGB BSU15320	Bacillus subtilis (strain 168)		27,652		P06222
P96662	YDEE_BACSU	Uncharacterized HTH-type transcriptional regulator YdeE	ydeE BSU05170	Bacillus subtilis (strain 168)		33,257		P96662
O31653	YKZH_BACSU	Uncharacterized protein YkzH	ykzH BSU13050	Bacillus subtilis (strain 168)		8,541		O31653
P42979	YPJD_BACSU	Uncharacterized protein YpjD	ypjD jojD BSU22500	Bacillus subtilis (strain 168)		12,971	2GTA;	P42979
O32139	PUCJ_BACSU	Uric acid permease PucJ	pucJ yunJ BSU32430	Bacillus subtilis (strain 168)		47,100		O32139
O34321	SLTSR_BACSU	Salt stress-responsive protein YocM	yocM BSU19260	Bacillus subtilis (strain 168)		18,483		O34321
O34806	YTFJ_BACSU	Uncharacterized spore protein YtfJ	ytfJ BSU29500	Bacillus subtilis (strain 168)		16,347		O34806
P05655	SACB_BACSU	Levansucrase (EC 2.4.1.10) (Beta-D-fructofuranosyl transferase) (Sucrose 6-fructosyl transferase)	sacB BSU34450	Bacillus subtilis (strain 168)	2.4.1.10	52,971	1OYG;1PT2;2VDT;3BYJ;3BYK;3BYL;3BYN;6PWQ;6VHQ;	P05655
P39914	BRXC_BACSU	Monothiol bacilliredoxin BrxC (Monothiol Brx-C) (Bacillithiol system redox-active protein YtxJ) (ORF2) (ORF3)	brxC ytxJ BSU29760 HIR78_17325	Bacillus subtilis (strain 168)		12,402		P39914
P55192	YBBA_BACSU	Uncharacterized protein YbbA	ybbA BSU01600	Bacillus subtilis (strain 168)		28,299		P55192
O31878	YOSK_BACSU	SPbeta prophage-derived uncharacterized protein YosK	yosK BSU20090	Bacillus subtilis (strain 168)		8,148		O31878
Q45065	YNET_BACSU	Uncharacterized protein YneT	yneT BSU18080	Bacillus subtilis (strain 168)		14,989		Q45065
P26901	CATA_BACSU	Vegetative catalase (EC 1.11.1.6)	katA kat kat-19 BSU08820	Bacillus subtilis (strain 168)	1.11.1.6	54,791		P26901
P94411	YCLH_BACSU	Uncharacterized ABC transporter ATP-binding protein YclH	yclH BSU03730	Bacillus subtilis (strain 168)		25,209		P94411
P68573	DBH2_BACSU	SPbeta prophage-derived DNA-binding protein HU 2	hup2 yonN BSU21050	Bacillus subtilis (strain 168)		9,852		P68573
O35031	ACYP_BACSU	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	acyP AcP yflL BSU07640	Bacillus subtilis (strain 168)	3.6.1.7	10,318	2FHM;2HLT;2HLU;3BR8;	O35031
O31851	YOJM_BACSU	Superoxide dismutase-like protein YojM	yojM BSU19400	Bacillus subtilis (strain 168)		20,953	1S4I;1U3N;1XTL;1XTM;	O31851
P94547	LCFA_BACSU	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	lcfA BSU28560	Bacillus subtilis (strain 168)	6.2.1.3	62,692		P94547
Q04809	DPAA_BACSU	Dipicolinate synthase subunit A (DPA synthase subunit A) (EC 1.3.1.-) (Spore dipicolinate synthase subunit A) (Stage V sporulation protein FA)	dpaA spoVFA BSU16730 orfY	Bacillus subtilis (strain 168)	1.3.1.-	31,948	2RIR;	Q04809
O31812	YNDH_BACSU	Uncharacterized protein YndH	yndH BSU17790	Bacillus subtilis (strain 168)		23,812		O31812
P23453	FLIM_BACSU	Flagellar motor switch protein FliM	fliM BSU16310	Bacillus subtilis (strain 168)		37,529		P23453
P37514	YYAJ_BACSU	Putative metabolite transport protein YyaJ	yyaJ BSU40840	Bacillus subtilis (strain 168)		49,671		P37514
P46318	PTJB_BACSU	Lichenan-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (EIIB-Lic) (PTS system lichenan-specific EIIB component)	licB celA BSU38590	Bacillus subtilis (strain 168)	2.7.1.-	10,955		P46318
P94400	YCIC_BACSU	Zinc chaperone YciC (EC 3.6.5.-)	yciC BSU03360	Bacillus subtilis (strain 168)	3.6.5.-	45,306		P94400
O31826	YNGI_BACSU	Putative acyl-CoA synthetase YngI (EC 6.2.1.-)	yngI BSU18250	Bacillus subtilis (strain 168)	6.2.1.-	61,429		O31826
P37953	CSBA_BACSU	Protein CsbA	csbA BSU35180	Bacillus subtilis (strain 168)		8,464		P37953
O05523	TATCY_BACSU	Sec-independent protein translocase protein TatCy	tatC2 tatCy ydiJ BSU05990	Bacillus subtilis (strain 168)		29,056		O05523
O32109	YUIB_BACSU	Uncharacterized membrane protein YuiB	yuiB BSU32080	Bacillus subtilis (strain 168)		11,728		O32109
P40746	TGL_BACSU	Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)	tgl yugV yuxF BSU31270	Bacillus subtilis (strain 168)	2.3.2.13	28,296	4P8I;4PA5;	P40746
O31528	RHGT2_BACSU	Probable rhamnogalacturonan acetylesterase YesY (RGAE) (EC 3.1.1.-)	yesY BSU07070	Bacillus subtilis (strain 168)	3.1.1.-	24,594		O31528
P37568	CTSR_BACSU	Transcriptional regulator CtsR (Class three stress gene repressor)	ctsR yacG BSU00830	Bacillus subtilis (strain 168)		17,744		P37568
O06741	YITF_BACSU	Putative isomerase YitF (EC 5.-.-.-)	yitF BSU10970	Bacillus subtilis (strain 168)	5.-.-.-	42,052	2GDQ;2GGE;	O06741
P71067	LUTP_BACSU	L-lactate permease	lutP yvfH BSU34190	Bacillus subtilis (strain 168)		59,762		P71067
Q99163	XHLB_BACSU	Holin	xhlB xpaB BSU12800	Bacillus subtilis (strain 168)		9,731		Q99163
O31494	YDZF_BACSU	Uncharacterized HTH-type transcriptional regulator YdzF	ydzF BSU05270	Bacillus subtilis (strain 168)		12,581		O31494
O31809	YNDE_BACSU	Spore germination protein YndE	yndE BSU17760	Bacillus subtilis (strain 168)		40,471		O31809
P37504	YYAT_BACSU	Uncharacterized protein YyaT	yyaT BSU40720	Bacillus subtilis (strain 168)		17,003		P37504
P40411	FEUC_BACSU	Iron-uptake system permease protein FeuC	feuC BSU01610	Bacillus subtilis (strain 168)		36,090		P40411
O31583	YFHP_BACSU	Uncharacterized protein YfhP	yfhP BSU08620	Bacillus subtilis (strain 168)		37,128		O31583
P54436	YRKI_BACSU	Putative sulfur carrier protein YrkI	yrkI BSU26500	Bacillus subtilis (strain 168)		8,238		P54436
P70964	CSBD_BACSU	Stress response protein CsbD	csbD ywmG BSU36670	Bacillus subtilis (strain 168)		6,793		P70964
P71043	YWNH_BACSU	Putative phosphinothricin acetyltransferase YwnH (PPT N-acetyltransferase) (EC 2.3.1.183)	ywnH BSU36560	Bacillus subtilis (strain 168)	2.3.1.183	18,364	1VHS;	P71043
P37582	GLNR_BACSU	HTH-type transcriptional regulator GlnR	glnR BSU17450	Bacillus subtilis (strain 168)		15,832	4R4E;	P37582
P39641	BACD_BACSU	Alanine--anticapsin ligase (EC 6.3.2.49) (ATP-dependent dipeptide ligase) (Bacilysin synthetase) (L-Ala-L-amino acid dipeptide ligase) (L-alanine--L-anticapsin ligase) (L-amino acid ligase) (Lal)	bacD ywfE BSU37710 ipa-83d	Bacillus subtilis (strain 168)	6.3.2.49	52,267	3VMM;3WNZ;3WO0;3WO1;	P39641
O31581	YFHM_BACSU	AB hydrolase superfamily protein YfhM (EC 3.-.-.-)	yfhM BSU08590	Bacillus subtilis (strain 168)	3.-.-.-	32,758		O31581
O31965	YOMS_BACSU	SPbeta prophage-derived uncharacterized protein YomS	yomS BSU21240	Bacillus subtilis (strain 168)		12,898	6I5O;	O31965
O31977	YOMH_BACSU	SPbeta prophage-derived uncharacterized protein YomH	yomH BSU21360	Bacillus subtilis (strain 168)		29,406		O31977
P40924	PGK_BACSU	Phosphoglycerate kinase (EC 2.7.2.3)	pgk BSU33930	Bacillus subtilis (strain 168)	2.7.2.3	42,190		P40924
O34486	YFKQ_BACSU	Uncharacterized membrane protein YfkQ	yfkQ BSU07790	Bacillus subtilis (strain 168)		57,708		O34486
P54428	YRKA_BACSU	UPF0053 protein YrkA	yrkA BSU26610	Bacillus subtilis (strain 168)		48,985		P54428
C0H3Y9	YJZE_BACSU	Uncharacterized protein YjzE	yjzE BSU11839	Bacillus subtilis (strain 168)		10,128		C0H3Y9
O31753	DXR_BACSU	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr yluB BSU16550	Bacillus subtilis (strain 168)	1.1.1.267	42,537		O31753
O07532	LYTF_BACSU	Peptidoglycan endopeptidase LytF (EC 3.4.-.-) (Autolysin LytF) (Cell wall-associated polypeptide CWBP49') (Gamma-D-glutamate-meso-diaminopimelate muropeptidase LytF) (Peptidoglycan hydrolase LytF) (Vegetative cell wall hydrolase LytF)	lytF cwlE yhdD BSU09370	Bacillus subtilis (strain 168)	3.4.-.-	51,395		O07532
C0H405	YKZS_BACSU	Uncharacterized protein YkzS	ykzS BSU13819	Bacillus subtilis (strain 168)		7,592		C0H405
P12044	PURE_BACSU	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE BSU06420	Bacillus subtilis (strain 168)	5.4.99.18	17,174		P12044
P50843	KDUI_BACSU	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17) (5-keto-4-deoxyuronate isomerase) (DKI isomerase)	kduI BSU22130	Bacillus subtilis (strain 168)	5.3.1.17	31,135		P50843
P19220	ADAB_BACSU	Methylated-DNA--protein-cysteine methyltransferase, inducible (EC 2.1.1.63) (O-6-methylguanine-DNA alkyltransferase) (O6-methylguanine-DNA methyltransferase) (MGMT)	adaB BSU01820	Bacillus subtilis (strain 168)	2.1.1.63	20,124		P19220
P54382	FOLD_BACSU	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD yqiA BSU24310	Bacillus subtilis (strain 168)	1.5.1.5; 3.5.4.9	30,685		P54382
P24810	YQXG_BACSU	Uncharacterized protein YqxG (ORF1)	yqxG yqdC BSU25920	Bacillus subtilis (strain 168)		32,541		P24810
O34660	ALDH4_BACSU	Putative aldehyde dehydrogenase DhaS (EC 1.2.1.3)	dhaS BSU19310	Bacillus subtilis (strain 168)	1.2.1.3	53,882		O34660
P05654	PYRB_BACSU	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB BSU15490	Bacillus subtilis (strain 168)	2.1.3.2	34,224	2AT2;3R7D;3R7F;3R7L;	P05654
P94465	RIBR_BACSU	RNA-binding riboflavin kinase RibR (EC 2.7.1.26)	ribR ytnK BSU29300	Bacillus subtilis (strain 168)	2.7.1.26	26,229		P94465
O05219	YWRE_BACSU	Uncharacterized protein YwrE	ywrE BSU36090	Bacillus subtilis (strain 168)		13,545		O05219
O31955	YONC_BACSU	SPbeta prophage-derived uncharacterized protein YonC	yonC BSU21140	Bacillus subtilis (strain 168)		19,609		O31955
P94367	CYDD_BACSU	ATP-binding/permease protein CydD	cydD yxkN BSU38730	Bacillus subtilis (strain 168)		64,510		P94367
O34413	YTCC_BACSU	Putative glycosyltransferase YtcC (EC 2.4.-.-)	ytcC BSU30880	Bacillus subtilis (strain 168)	2.4.-.-	46,160		O34413
O07608	LPLJ_BACSU	Lipoate-protein ligase LplJ (EC 6.3.1.20) (Lipoate--protein ligase)	lplJ yhfJ BSU10250	Bacillus subtilis (strain 168)	6.3.1.20	38,020		O07608
O32171	YUSE_BACSU	Thioredoxin-like protein YusE	yusE BSU32770	Bacillus subtilis (strain 168)		12,245		O32171
P42101	GS30_BACSU	General stress protein 30 (GSP30) (EC 2.-.-.-)	yxaB BSU40030 S14B	Bacillus subtilis (strain 168)	2.-.-.-	39,764		P42101
O34510	YFMF_BACSU	Fe(3+)-citrate import ATP-binding protein YfmF (Ferric-citrate import ATP-binding protein) (EC 7.3.2.-)	yfmF BSU07490	Bacillus subtilis (strain 168)	7.3.2.-	29,458		O34510
P71070	YUKC_BACSU	ESX secretion system protein YukC	yukC BSU31890	Bacillus subtilis (strain 168)		52,161	6Z0F;	P71070
P12039	PUR2_BACSU	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD BSU06530	Bacillus subtilis (strain 168)	6.3.4.13	45,280	2XCL;2XD4;	P12039
Q03524	SP5D_BACSU	Stage V sporulation protein D (EC 3.4.16.4) (Sporulation-specific penicillin-binding protein)	spoVD BSU15170	Bacillus subtilis (strain 168)	3.4.16.4	71,118		Q03524
O31427	SKFE_BACSU	SkfA peptide export ATP-binding protein SkfE (EC 7.3.2.3)	skfE ybdA BSU01950	Bacillus subtilis (strain 168)	7.3.2.3	26,894		O31427
P39762	AMPS_BACSU	Aminopeptidase AmpS (EC 3.4.11.-)	ampS BSU14450	Bacillus subtilis (strain 168)	3.4.11.-	45,798		P39762
P96663	YDEF_BACSU	Uncharacterized HTH-type transcriptional regulator YdeF	ydeF BSU05180	Bacillus subtilis (strain 168)		51,403		P96663
P42976	DAPB_BACSU	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB BSU22490	Bacillus subtilis (strain 168)	1.17.1.8	29,488		P42976
P94439	LNRK_BACSU	Transcriptional regulatory protein LnrK	lnrK linK yfiK BSU08300	Bacillus subtilis (strain 168)		24,371		P94439
O31945	YONO_BACSU	DNA-directed RNA polymerase YonO (EC 2.7.7.6) (DNA-dependent RNA polymerase YonO) (SPbeta prophage-derived protein YonO)	yonO BSU21040	Bacillus subtilis (strain 168)	2.7.7.6	97,979		O31945
P71062	EPSL_BACSU	Uncharacterized sugar transferase EpsL (EC 2.-.-.-)	epsL yvfC BSU34250	Bacillus subtilis (strain 168)	2.-.-.-	23,078		P71062
O08469	CPXY_BACSU	Cytochrome P450 (EC 1.14.-.-)	cypA CYP107J1 yrdE BSU26740	Bacillus subtilis (strain 168)	1.14.-.-	47,385		O08469
O34910	YOBT_BACSU	Uncharacterized protein YobT (EC 3.-.-.-)	yobT BSU19080	Bacillus subtilis (strain 168)	3.-.-.-	25,397		O34910
P96597	YDBB_BACSU	Uncharacterized protein YdbB	ydbB BSU04410	Bacillus subtilis (strain 168)		12,942		P96597
Q08793	YCXB_BACSU	Uncharacterized protein YcxB (ORF6)	ycxB BSU03540	Bacillus subtilis (strain 168)		22,034		Q08793
P40331	YISR_BACSU	Uncharacterized HTH-type transcriptional regulator YisR	yisR yucF yuxC BSU10830	Bacillus subtilis (strain 168)		33,207		P40331
P50832	YPPD_BACSU	Uncharacterized protein YppD	yppD BSU22280	Bacillus subtilis (strain 168)		9,518		P50832
P45935	YQBT_BACSU	Uncharacterized protein YqbT	yqbT BSU25980	Bacillus subtilis (strain 168)		38,241		P45935
O34335	MELE_BACSU	Melibiose/raffinose/stachyose-binding protein MelE	melE msmE BSU30270	Bacillus subtilis (strain 168)		48,238	4R6H;	O34335
O06734	YISY_BACSU	AB hydrolase superfamily protein YisY (EC 3.-.-.-)	yisY BSU10900	Bacillus subtilis (strain 168)	3.-.-.-	30,559		O06734
O34460	YTRI_BACSU	Sporulation membrane protein YtrI	ytrI BSU29240	Bacillus subtilis (strain 168)		19,893		O34460
P35161	RESB_BACSU	Cytochrome c biogenesis protein ResB	resB ypxB BSU23140	Bacillus subtilis (strain 168)		61,761		P35161
O34900	TCYN_BACSU	L-cystine import ATP-binding protein TcyN (EC 7.4.2.-)	tcyN ytmN BSU29340	Bacillus subtilis (strain 168)	7.4.2.-	29,562		O34900
P07870	GERAC_BACSU	Spore germination protein A3	gerAC gerA3 BSU33070	Bacillus subtilis (strain 168)		42,392		P07870
O31475	FENR1_BACSU	Ferredoxin--NADP reductase 1 (FNR 1) (Fd-NADP(+) reductase 1) (EC 1.18.1.2)	ycgT BSU03270	Bacillus subtilis (strain 168)	1.18.1.2	36,967	5XHU;	O31475
O06737	CYSH2_BACSU	Adenosine 5'-phosphosulfate reductase 2 (APS reductase 2) (EC 1.8.4.10) (5'-adenylylsulfate reductase 2) (Thioredoxin-dependent 5'-adenylylsulfate reductase 2)	cysH1 yitB BSU10930	Bacillus subtilis (strain 168)	1.8.4.10	27,671		O06737
Q06756	ISPF_BACSU	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF yacN BSU00910	Bacillus subtilis (strain 168)	4.6.1.12	17,126	5IWX;5IWY;	Q06756
P54485	YQGB_BACSU	Uncharacterized protein YqgB	yqgB BSU25040	Bacillus subtilis (strain 168)		28,512		P54485
O31645	PTN3B_BACSU	PTS system mannose-specific EIIBCA component (EIIBCA-Man) (EII-Man) [Includes: Mannose-specific phosphotransferase enzyme IIB component (EC 2.7.1.191) (PTS system mannose-specific EIIB component); Mannose permease IIC component (PTS system mannose-specific EIIC component); Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component)]	manP yjdD BSU12010	Bacillus subtilis (strain 168)	2.7.1.191	69,026	2R48;	O31645
P45911	YQAN_BACSU	Uncharacterized protein YqaN	yqaN BSU26250	Bacillus subtilis (strain 168)		16,125		P45911
P50834	YPPF_BACSU	Uncharacterized protein YppF	yppF BSU22260	Bacillus subtilis (strain 168)		7,266		P50834
O05231	KAPD_BACSU	Probable 3'-5' exonuclease KapD (EC 3.1.-.-)	kapD yugB BSU31470	Bacillus subtilis (strain 168)	3.1.-.-	23,823		O05231
P45874	YWKF_BACSU	Uncharacterized protein YwkF	ywkF BSU36990	Bacillus subtilis (strain 168)		10,069		P45874
P39209	TLPC_BACSU	Methyl-accepting chemotaxis protein TlpC	tlpC BSU03440	Bacillus subtilis (strain 168)		61,784		P39209
O34731	YLBK_BACSU	Uncharacterized NTE family protein YlbK	ylbK BSU15040	Bacillus subtilis (strain 168)		28,258		O34731
O31668	MTNB_BACSU	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	mtnB ykrY BSU13610	Bacillus subtilis (strain 168)	4.2.1.109	23,489		O31668
P39764	KINC_BACSU	Sporulation kinase C (EC 2.7.13.3)	kinC mskA ssb BSU14490	Bacillus subtilis (strain 168)	2.7.13.3	48,846		P39764
O05265	IOLU_BACSU	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU (EC 1.1.1.371) (NADP(+)-dependent scyllo-inositol dehydrogenase 2) (NADP(+)-dependent SI dehydrogenase 2)	iolU yulF BSU31170	Bacillus subtilis (strain 168)	1.1.1.371	36,515		O05265
P29726	PURA_BACSU	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA BSU40420	Bacillus subtilis (strain 168)	6.3.4.4	47,910		P29726
Q797E6	FRA_BACSU	Intracellular iron chaperone frataxin (Fra) (Iron channeling protein frataxin)	fra ydhG BSU05750	Bacillus subtilis (strain 168)		14,418	2OC6;	Q797E6
P54426	YBXH_BACSU	Uncharacterized protein YbxH (ORF3)	ybxH BSU02080	Bacillus subtilis (strain 168)		7,477		P54426
P46326	YXBB_BACSU	Uncharacterized protein YxbB	yxbB yxaP BSU39890 VE7CR	Bacillus subtilis (strain 168)		28,222		P46326
A0A0C2UBP3	A0A0C2UBP3_BACIU	Deleted.						A0A0C2UBP3
P54590	YHCF_BACSU	Uncharacterized HTH-type transcriptional regulator YhcF	yhcF BSU09060	Bacillus subtilis (strain 168)		13,953		P54590
O05249	YUFK_BACSU	Uncharacterized membrane protein YufK	yufK BSU31510	Bacillus subtilis (strain 168)		20,939		O05249
P96615	YDBS_BACSU	UPF0699 transmembrane protein YdbS	ydbS BSU04590	Bacillus subtilis (strain 168)		18,122		P96615
Q04789	ILVX_BACSU	Acetolactate synthase (EC 2.2.1.6) (ALS) (Acetohydroxy-acid synthase)	alsS BSU36010	Bacillus subtilis (strain 168)	2.2.1.6	62,004		Q04789
O34809	YCEG_BACSU	Uncharacterized protein YceG	yceG BSU02930	Bacillus subtilis (strain 168)		62,774		O34809
P38424	ENGB_BACSU	Probable GTP-binding protein EngB	engB ysxC BSU28190	Bacillus subtilis (strain 168)		22,026	1SUL;1SVI;1SVW;	P38424
O32255	YVBU_BACSU	Uncharacterized HTH-type transcriptional regulator YvbU	yvbU BSU33990	Bacillus subtilis (strain 168)		32,513		O32255
O31631	METI_BACSU	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase (CGS/OAH thiolyase) (EC 2.5.1.-) (O-acetylhomoserine sulfhydrylase) (OAH sulfhydrylase)	metI yjcI BSU11870	Bacillus subtilis (strain 168)	2.5.1.-	41,705		O31631
O06967	BMRA_BACSU	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA (EC 7.6.2.-)	bmrA yvcC BSU34820	Bacillus subtilis (strain 168)	7.6.2.-	64,519	6R72;6R81;7OW8;	O06967
O31620	THID_BACSU	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	thiD yjbV BSU11710	Bacillus subtilis (strain 168)	2.7.1.49; 2.7.4.7	29,124		O31620
O32242	SDPR_BACSU	Transcriptional repressor SdpR	sdpR yvbA BSU33790	Bacillus subtilis (strain 168)		10,243		O32242
P37584	CSAA_BACSU	Probable chaperone CsaA	csaA BSU19040	Bacillus subtilis (strain 168)		11,907	2NZH;2NZO;	P37584
Q7WY61	YRZL_BACSU	UPF0297 protein YrzL	yrzL BSU27400	Bacillus subtilis (strain 168)		10,235		Q7WY61
O32095	YUEF_BACSU	Putative transport protein YueF	yueF BSU31800	Bacillus subtilis (strain 168)		40,896		O32095
